SeriesNumber,DumpNumber,EventTriggerID
23231218024511,10,14378
23231218024511,10,14454
23231218024511,10,15289
23231218024511,10,15570
23231218024511,11,17119
23231218024511,11,17755
23231218024511,11,18018
23231218024511,11,18021
23231218024511,12,18788
23231218024511,12,19223
23231218024511,12,19500
23231218024511,13,20588
23231218024511,13,20747
23231218024511,13,21043
23231218024511,14,23329
23231218024511,15,24465
23231218024511,15,24609
23231218024511,15,25892
23231218024511,16,26183
23231218024511,16,26380
23231218024511,16,26387
23231218024511,16,26772
23231218024511,16,27021
23231218024511,16,27349
23231218024511,16,27376
23231218024511,16,27562
23231218024511,16,27619
23231218024511,16,27704
23231218024511,17,28534
23231218024511,17,29427
23231218024511,18,29774
23231218024511,18,30124
23231218024511,18,30598
23231218024511,19,32252
23231218024511,19,32281
23231218024511,20,34747
23231218024511,21,36613
23231218024511,21,36766
23231218024511,22,37207
23231218024511,22,37212
23231218024511,22,37299
23231218024511,22,37477
23231218024511,22,38503
23231218024511,23,39048
23231218024511,23,39163
